user_id,place_id,restaurant_name,city,state,country,food_price,smoking_area,restaurant_cuisine,user_budget,user_cuisine,reviews,classification,polaarity,subjectivity
U1067,P132733,Little Cesarz,Cd Victoria,Tamaulipas,Mexico,2,1,Latin_American,2,Continental-European,"Miserable service and terrible behaviour of waiter, who poured beer on me and my husband. Explained that the reason is that there are too many drinks and plates on the table and that we should be able to wash it. Food acceptable, but nothing special. Will avoid this place by all means in the future..",Negative,-0.10714285714285714,0.6369047619047619
U1067,P132732,Taqueria EL amigo ,Cd Victoria,Tamaulipas,Mexico,1,0,Mexican,2,Cafeteria,"Consider before you enter here if you are a turist. They trick you, served a mojito with no alcohole, and when I complained they just laughed at me. To make it worse we had to wait over 50 minutes for the drink. If you are a turist they can fool you. Really bad service..",Negative,-0.175,0.41666666666666663
U1067,P132630,palomo tec,Victoria,Tamaulipas,Mexico,1,0,Steaks,2,American,"The food was great, the service as well. The dishes are generous and very tasty. It was not cheap but definitely worth it. We were a bit surprised to be charged 60 Kr. for water, but it didn't ruin the overall experience.",Positive,0.20000000000000004,0.4583333333333333
U1067,P135104,vips,San Luis Potosi,San Luis Potosi,Mexico,2,1,Mexican,2,Mexican,"We had a fantastic experience at 500 Restaurant. Our waiter was extremely personable and attentive, and the food was great. Though there are many awesome pizza's on the menu, there is also an excellent selection of entrees. We ordered the ""favourite"" pizza and a chicken dish, and both were fresh and delicious. The atmosphere is very cool and inviting - Highly recommend!",Positive,0.44416666666666665,0.82375
U1067,P132560,puesto de gorditas,Victoria,Tamaulipas,Mexico,1,3,Steaks,2,Family,"Stopped by on our way down from a beer fest in Hradcany to have a beer (yes, I know), and stayed for the food. Everything here is so well prepared so full of flavor. The lamb knuckle is the highlight. Matuska on tap. Can't recommend this place enough.",Positive,0.0648148148148148,0.44629629629629636
U1103,P132584,Gorditas Dona Tota,San Luis Potosi,San Luis Potosi,Mexico,2,1,Mexican,2,Cafe-Coffee_Shop,The weather on our visit was very hot & sunny & this place has a lovely patio to sit out in. Staff very attentive & helpful!,Positive,0.4916666666666667,0.9166666666666666
U1103,P132732,Taqueria EL amigo ,Cd Victoria,Tamaulipas,Mexico,1,0,Steaks,2,Mexican,"Walking distance to the center and castle, but far from the tourist traps in terms of both location and food. The place offers cheap lunch combos on workdays but the main menu is not to be underestimated. Opt for garden seating if the weather is nice.",Positive,0.2111111111111111,0.5222222222222223
U1103,P132630,palomo tec,Victoria,Tamaulipas,Mexico,1,0,Asian,2,Juice,We tasted Penne with scamorza and Pizza margherita con burrata. It was delicous and for a good price. The waiter was friendly and nice. Nice garden outside. Great experience.,Positive,0.5125000000000001,0.65
U1103,P132613,carnitas_mata,Victoria,Tamaulipas,Mexico,2,3,Dessert-Ice_Cream,2,Hawaiian,"We enjoyed lunch at this restaurant which was recommended by a Czech friend who joined us there. As it is asparagus season, we all ordered one item that contained asparagus: a cream soup, a risotto, and an asparagus/potato/omelet plate.",Positive,0.5,0.7
U1103,P132667,little pizza Emilio Portes Gil,Victoria ,Tamaulipas,Mexico,1,0,International,2,Hot_Dogs,We were hungry. And this was first restaurant we saw. So we stepped in. Im digging the design and atmosphere of first Czechoslovakian Republic theyve built.,Positive,0.25,0.3333333333333333
U1103,P135104,vips,San Luis Potosi,San Luis Potosi,Mexico,2,1,Mongolian,2,Latin_American,"Very good food and fast service. It gets a little loud when it fills up so not a place for quiet, romantic dinner, but great for lunch or dinner with friends. Good value for money too. Highly recommended.",Positive,0.2980555555555556,0.6003703703703703
U1103,P132663,tacos abi,Victoria,Tamaulipas,Mexico,1,0,Steaks,2,Korean,"Why do you need good food when the service is poor? The food is delicious. You will sit 5 cm from another person while the whole first floor is empty. WE ARE NOT IN ITALY, you serve for another type of customers.",Positive,0.27499999999999997,0.5722222222222223
U1103,P132733,Little Cesarz,Cd Victoria,Tamaulipas,Mexico,2,1,Vegetarian,2,American,Satisfied  very good location near underground station Hradcanska and Prague Castle...food is delicious and staff is really friendly,Positive,0.577,0.736
U1107,P132660,carnitas mata calle Emilio Portes Gil,Victoria,Tamaulipas,Mexico,1,0,Brazilian,0,Cafeteria,"One of the best places to eat italian food at Praha, in cool discrit with mtro stations, cars, buses and tramways.",Positive,0.45,0.31666666666666665
U1107,P132584,Gorditas Dona Tota,San Luis Potosi,San Luis Potosi,Mexico,2,1,International,0,Italian,The Pizza was running with water and wet. This made the bread very soggy and difficult to eat as everything fell off it.,Negative,-0.13333333333333333,0.5666666666666667
U1107,P132733,Little Cesarz,Cd Victoria,Tamaulipas,Mexico,2,1,Latin_American,0,Diner,"Other than that, it's still a good place. There's pleasant outdoor seating, the menu is pretty good, and they have Pilsner Urquell on tap. If I recall correctly, the menu is also available in English.",Positive,0.3797619047619047,0.5630952380952381
U1044,P135088,Cafeteria cenidet,Cuernavaca,Morelos,Mexico,1,1,Steaks,2,Fast_Food,Nice. Menu changes seasonally but they always have pizza and a delicious burger,Positive,0.8,1.0
U1044,P132583,McDonalds Centro,Cuernavaca,Morelos,Mexico,1,1,Cafe-Coffee_Shop,2,Family,"The restaurant derives its name from the iconic Fiat 500, on display above the bar. European, mostly Italian, food. Friendly staff, pleasant atmosphere.",Positive,0.26805555555555555,0.3444444444444445
U1070,P132608,Hamburguesas La perica,Victoria,Tamaulipas,Mexico,1,3,Cafeteria,1,Cafe-Coffee_Shop,"As for food itself, we tried various Italians staples, mainly pasta, which never failed to satisfy us. Last time papardelle with mussels and spaghetti, each made al dente with rich sauces and toppings. Haven't tried pizzas, though, as by sight they did not look very well made or authentic, despite generous toppings",Positive,0.2130952380952381,0.42857142857142855
U1070,P132609,Pollo_Frito_Buenos_Aires,Victoria,Tamaulipas,Mexico,1,1,Contemporary,1,Deli-Sandwiches,"The place is nice, the decoration is original, the food was average with some unusual dishes (duck burger??). The setback: really too expensive, it is easy to find the same level of quality for a much better price.",Positive,0.18425925925925923,0.6120370370370369
U1070,P132613,carnitas_mata,Victoria,Tamaulipas,Mexico,2,3,Deli-Sandwiches,1,Cafeteria,"I can not but recommend this restaurant. The lunch menu is always with a lot of options, the service is quick, the decorations are beautiful and the restaurant overall is very stylish and cozy. We will be back :)",Positive,0.30476190476190484,0.6071428571428571
U1031,P132663,tacos abi,Victoria,Tamaulipas,Mexico,1,0,Diner,2,Mexican,"Five minute walk from the lower entrance to the Castle Royal Gardens, itself at the Krlovsky Letohrdek (""Royal Gardens"") Tram stop (line 22 or 23 from the Mala Strana). A good outing would be lunch here before or after visiting the castle, or dinner after a visit later in the day. And now that Islamist terrorists have given us long lines to enter the Castle complex, Krlovsky Letohrdek is the best place to enter as it has by far the shortest lines.",Positive,0.24166666666666667,0.45
U1031,P132665,TACOS CORRECAMINOS,Victoria,Tamaulipas,Mexico,1,0,Mexican,2,Mexican,"We went to this restaurant on the festive day of 1 May with our children. It was around lunch time we just wanted a nice drink. The waiters were annoyed, they were rude, there was only one drink menu on the table and despite us being six, the staff did not bother to bring more. The menu seems impressive, but we are not coming back to try, if they displayed such attitude.",Positive,0.175,0.675
U1031,P132668,TACOS EL GUERO,Victoria,Tamaulipas,Mexico,1,0,Mexican,2,Mexican,"I can recommend. The food is very tasty, the place is cosy and stuff is friendly. Only the prices are pretty high.",Positive,0.197,0.6679999999999999
U1082,P132630,palomo tec,Victoria,Tamaulipas,Mexico,1,0,Chinese,2,Latin_American,I love everything (and so will car lovers.....) portions are big so a family of 4 will be Ease to just order 3 amazing things from the English/Czech menu.the prices are well chosen.,Positive,0.3666666666666667,0.5333333333333333
U1023,P132715,tacos de la estacion,San Luis Potosi,San Luis Potosi,Mexico,1,0,Mexican,1,Japanese,"Supa Burger again with a Chicken Caesar Salad. Both Brilliant. IPA had more foam than beer and although this is the Czech way it is the way to serve a Pils not an Ale. Service: Awful, borderline rude from some reddish haired fellow.",Negative,-0.09999999999999999,0.8099999999999999
U1023,P132717,tortas hawai,San Luis Potosi,San Luis Potosi,Mexico,2,1,Japanese,1,Japanese,"Great little restaurant, walking distance from the castle offering a great variety of food. Great quality and variety compared to any other restaurants around the castle. Also, the prices were much lower than anywhere near the castle. You must try their desserts!",Positive,0.3446428571428572,0.5321428571428571
U1082,P132613,carnitas_mata,Victoria,Tamaulipas,Mexico,2,3,Bar,2,Fast_Food,We stumbled on this by accident - what a lovely experience we had! The service was amazing and the food was absolutely delicious . The ambience was relaxed well worth a visit !,Positive,0.65,0.6875
U1082,P132594,tacos de barbacoa enfrente del Tec,San Luis Potosi,San Luis Potosi,Mexico,1,1,Cafe-Coffee_Shop,2,Mexican,Food is the real surprise here with delicious dishes served by friendliest staff ever,Positive,0.6,0.65
U1082,P132608,Hamburguesas La perica,Victoria,Tamaulipas,Mexico,1,3,Cafeteria,2,Cafe-Coffee_Shop,We stayed in an air bnb a couple doors down. Owner recommended the place. The food was great and the service was awesome. Would recommend if you're in the area.,Positive,0.5481481481481482,0.6796296296296296
U1082,P132609,Pollo_Frito_Buenos_Aires,Victoria,Tamaulipas,Mexico,1,1,Bar,2,Contemporary,"Lunched here (family of 4) and ordered two pizzas. Very happy with the food and service. Nice small restaurant with an outdoor patio, thin crust pizza was excellent. We'll be back before we leave Prague.",Positive,0.325,0.7083333333333334
U1082,P132663,tacos abi,Victoria,Tamaulipas,Mexico,1,0,Bar_Pub_Brewery,2,Regional,"Very disappointing. Ignored by the grumpy waiters, waited a long time for very average food. I would not recommend this place at all.",Negative,-0.34166666666666673,0.61
U1082,P132560,puesto de gorditas,Victoria,Tamaulipas,Mexico,1,3,Mexican,2,Fusion,"My favourite place in Prague 6. Excellent Pilsner Urquell, very tasty and variable food, and always professional and kind staff.",Positive,0.475,0.5750000000000001
U1060,P132564,churchs,San Luis Potosi,San Luis Potosi,Mexico,1,0,Mediterranean,2,Japanese,Way out of the regular tourist route with nice atmosphere and really good (and different) burger. Try it !!,Positive,0.32499999999999996,0.5692307692307692
U1060,P132717,tortas hawai,San Luis Potosi,San Luis Potosi,Mexico,2,1,International,2,Portuguese,"The restaurant is really nice! I like the quirky dcor. Visited with family, whenever we ate there the food was great and big portions too. I practically enjoyed the pizza made without tomato sauce.",Positive,0.41,0.71
U1060,P132733,Little Cesarz,Cd Victoria,Tamaulipas,Mexico,2,1,Mexican,2,American,"We ate here twice during our long stay in Prague. We really enjoyed this restaurant. The food is interesting-unusual flavor combinations, but tasty. The ""Supaburger"" was honestly one of the best burgers either of us had ever tasted. The decor is cool, but we especially enjoyed the outdoor garden for dinner. Service was friendly and wait-staff spoke English to us (which was not neccesary, but appreciated).",Positive,0.44166666666666665,0.5055555555555554
U1060,P132740,Carreton de Flautas y Migadas,Cd Victoria,Tamaulipas,Mexico,1,3,Italian,2,Indian-Pakistani,"Singular daily special, choice would have been nice. Fine soup and decent meaty CZ value for money. Home made lemonade not particularly lemony. Could have been from syrup. Standard stuff all round for a local eateria with speedy service. Did the job for an efficient lunch. Staff a bit robotic. Not unpleasant but charisma removed. Smile guys. Be happy.",Positive,0.19862637362637364,0.44010989010989005
U1015,P135071,Restaurante la Cantina,San Luis Potosi,San Luis Potosi,Mexico,2,4,Bar,2,Eastern_European,"But the best thing was the service and food: People who visit Prague know that service can be really bad everywhere but not here, here everybody was polite and smiley and I ordered one of their most popular and most expensive pizzas a well as a Portuguese red wine and left 10% tip and all of that was about 250kc which is about $10!",Positive,0.17500000000000002,0.4458333333333333
U1123,P132733,Little Cesarz,Cd Victoria,Tamaulipas,Mexico,2,1,Bar_Pub_Brewery,1,Lebanese,"The restaurant is really nice! I like the quirky decor and outside seating area is really great in summer! Also whenever we ate there the food was great and big portions too. However, the waiters are a real let down of this place - I find them quite rude and constantly shouting something at each other and the language they use is really not appropriate. I'd prefer not to understand Czech not having to listen to them.",Positive,0.15995370370370374,0.5039351851851851
U1123,P132608,Hamburguesas La perica,Victoria,Tamaulipas,Mexico,1,3,Bar,1,Moroccan,"The ambience is nice and cosy for a winter evening. The Pizza is good, but not great. Great value for money but not the tastiest food, pretty standard. Also had the Gluhwein / Mulled Wine - not great either, tasted like box wine.",Positive,0.2214285714285714,0.6928571428571428
U1123,P135104,vips,San Luis Potosi,San Luis Potosi,Mexico,2,1,Bar_Pub_Brewery,1,Barbecue,I was there for a dinner together with a group of friends. We had different meals and everybody was very satisfied. My risotto accompanied with several pieces of roasted pork was simply excellent ! The service was ok.,Positive,0.43,0.62
U1123,P132584,Gorditas Dona Tota,San Luis Potosi,San Luis Potosi,Mexico,2,1,Italian,1,Polynesian,I came here with my wife for a quick lunch. We ordered Salad and a Pizza. Salad was very good but pizza quite mediocre.. Service was very good,Positive,0.4133333333333333,0.7650000000000001
U1123,P132667,little pizza Emilio Portes Gil,Victoria ,Tamaulipas,Mexico,1,0,Seafood,1,Polish,"Very very bad service. There were 3 waiters and none of them gave us menus and we sat there for a while. In the meanwhile, someone else entered the restaurant and they served them first, while we sat with no menus. They must learn to treat their clients better. I don't recommend this place for tourists, because we felt unwanted there",Negative,-0.05333333333333327,0.5666666666666667
U1123,P132740,Carreton de Flautas y Migadas,Cd Victoria,Tamaulipas,Mexico,1,3,Mexican,1,Chinese,Pricey. Nice burger but bread a bit dry. Service isn't that great. They want you to eat fast and leave room for other guests. A bit unprofessional.,Positive,0.2816666666666667,0.665
U1123,P132613,carnitas_mata,Victoria,Tamaulipas,Mexico,2,3,Mediterranean,1,Mexican,"I live next door, so i am kind of habitue in the place :-), food is really high quality all of kinds....they make best pizza in neighborehood, but tha best thing is bar with chairs outside, to have a nice pilsner beer and cigarette",Positive,0.44404040404040407,0.51
U1123,P132594,tacos de barbacoa enfrente del Tec,San Luis Potosi,San Luis Potosi,Mexico,1,1,Burgers,1,Family,"For a truly Czech experience, at affordable prices, visit 500 Restaurant. The service is super friendly. The food is super great and delicious... and at a very reasonable price. Great for families or couples.",Positive,0.5573809523809523,0.7304761904761905
U1021,P132740,Carreton de Flautas y Migadas,Cd Victoria,Tamaulipas,Mexico,1,3,Mexican,2,Mexican,"Coll place, nice garden part, food is outstanding, 2 special burgers, pizza, good quality of all food. Staff is friendly, funny. Good beer and wine. Try it, wont be disappointed.",Positive,0.3415178571428572,0.7370535714285713
U1026,P132626,la perica hamburguesa,Victoria,Tamaulipas,Mexico,2,0,Cafe-Coffee_Shop,2,Pizzeria,"15 minutes from Karlus Most, this restaurant will take you out from the noisy streets of Prague. With a big terrace you will enjoy their italoamerican food as well as local beer. We has 3 beers of 0,5l, one supabuga and one caesars salad for less than 20. Tasty and big sized!",Positive,0.12222222222222223,0.21111111111111114
U1021,P132668,TACOS EL GUERO,Victoria,Tamaulipas,Mexico,1,0,Cafeteria,2,Regional,"We visited this place for a weekend lunch. They have nice terrace/garden. Overall the whole place is interestingly decorated, food was great, the service friendly.",Positive,0.41250000000000003,0.525
U1021,P132715,tacos de la estacion,San Luis Potosi,San Luis Potosi,Mexico,1,0,Mexican,2,Chinese,"Friends took us to this friendly and vibrant place just outside the ancient walls of the city, and we thoroughly enjoyed the experience. Main courses were between six and ten euros (I.e. all under 6.50), with decent sized portions of well presented tasty food",Positive,0.19642857142857142,0.369047619047619
U1044,P134987,Chilis Cuernavaca,Cuernavaca,Morelos,Mexico,2,0,Latin_American,1,Burgers,"Had a late dinner here with a friend in mid-May after arriving in Prague. Food is reasonably priced - had one of the pizzas which was good and a nice craft beer for myself, and pasta with wine for my friend.",Positive,0.3,0.7
U1083,P135034,Michiko Restaurant Japones,San Luis Potosi,San Luis Potosi,Mexico,2,0,Mexican,1,Mexican,"A great spot for non smokers to enjoy a lively, pub atmosphere inside and nice garden seating. We have been here at least 10 times and have never been disappointed....our family favorite is the beetroot salad with feta and pine nuts.",Positive,0.35606060606060613,0.6916666666666668
U1083,P132723,Gordas de morales,San Luis Potosi,San Luis Potosi,Mexico,2,4,American,1,Mexican,A large bowl was just $3! It is not served with bread but you can order a basket which I recommend - about 8 slices of two varieties of fresh baked bread with herb butter for $1.25. They also have great draft beer for $2 for 0.5 liter.,Positive,0.45595238095238094,0.5595238095238095
U1083,P135046,Restaurante El Reyecito,San Luis Potosi,San Luis Potosi,Mexico,2,0,International,1,Afghan,"The place is nicely designed and the atmosphere is alright. The service is a standard Czech level service (which means not a very good service), food was average, nothing special. Not bad not good but the prices are so high at that place!!! Doesn't justify the food they are serving or the location of the place",Positive,0.10630151098901099,0.5299542124542125
U1108,P135075,Mariscos El Pescador,San Luis Potosi,San Luis Potosi,Mexico,2,0,Family,1,Mexican,"I've lived down the street from this place for a while now, and have visited many times. The food is nothing special and very over priced. Only visited here due to pure laziness to go someone farther.",Positive,0.1415532879818594,0.5050453514739229
U1108,P132572,Cafe Chaires,San Luis Potosi,San Luis Potosi,Mexico,1,1,Cafeteria,1,Mexican,"Great find in the Jewish Quarter of Prague. We stumbled upon this place while walking around and unanimously agreed it was one of our favorite meals of the entire trip. Great food, good service, and a steady supply of cold beers!",Positive,0.2770833333333333,0.653125
U1108,P135074,Restaurante la Parroquia Potosina,San Luis Potosi,San Luis Potosi,Mexico,0,4,Mexican,1,Family,"We just happened to stumble upon this little jewel of a restaurant, and were sure glad we did. Great, helpful staff with even better food. I had the Margarita Pizza and absolutely loved it. This seemed like a very local lunch spot, which we liked.",Positive,0.3736111111111111,0.5932098765432099
U1108,P135028,La Virreina,San Luis Potosi,San Luis Potosi,Mexico,2,0,Family,1,Mexican,"easy going, informal and cozy. nice, affordable menu. Surprisingly broad wine list served by smiled staff",Positive,0.2991666666666667,0.6191666666666668
U1108,P135085,Tortas Locas Hipocampo,San Luis Potosi,San Luis Potosi,Mexico,2,1,Caribbean,1,Mexican,"Nice restaurant with an original interior, resembling a garage. Service was fast enough, the beer was good, and the prices are OK. Food not too expensive, but the pizzas could do with a touch more italian. Remaines a bit soggy and wouldn't suffer from additional flavour/herbs/spices.",Positive,0.2638888888888889,0.5722222222222223
U1108,P135032,Cafeteria y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,2,4,Mexican,1,Mexican,"Dinner with a group of friends, 10 of us. Good welcome which isn't always the case in Prague, slick service in really nice, quirky restaurant. Food was great, very good quality and good helpings. Nobody was disappointed in fact my starter and main pasta dish were amongst the best I've tasted.........and NOT at all expensive. A bit noisy but I suppose our group added considerably to this. Definitely going back.",Positive,0.28511111111111115,0.6025555555555555
U1108,P135086,Mcdonalds Parque Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,2,1,American,1,Mexican,"Location is gloomy. Picture on site is photoshopped. Food is passable, nothing special. We were over charged. Much beter food and locations in Prague. Avoid.",Positive,0.2785714285714286,0.3857142857142857
U1108,P132723,Gordas de morales,San Luis Potosi,San Luis Potosi,Mexico,2,4,Mexican,1,Mexican,"If you value good service and quality cooking, I would not recommend 500 restaurant.",Positive,0.7,0.6000000000000001
U1108,P135046,Restaurante El Reyecito,San Luis Potosi,San Luis Potosi,Mexico,2,0,Mexican,1,Mexican,We love getting off the beaten path and eating where locals eat. This little restaurant had the best pizza we have had in a long time. Mostly Italian food on the menu with some daily specials.,Positive,0.21041666666666667,0.30000000000000004
U1108,P135058,Restaurante Tiberius,San Luis Potosi,San Luis Potosi,Mexico,2,0,Family,1,Mexican,This place was recommended by a work colleague. I am very grateful that we took him up on his recommendation. This has to be one of the best Italian restaurants I have eaten in. The menu is typical rustic Italian fare with a good choice of pasta and pizzas.,Positive,0.28888888888888886,0.2833333333333334
U1012,P135001,Vips,Cuernavaca,Morelos,Mexico,2,0,Bar,2,Family,This restaurant offers a variety of dishes with an emphasis on Italian Food. It is on the corner up above the Hradcanska Metro stop. It is a neighborhood restaurant and especially lively on Friday and Saturday nights.,Positive,0.09318181818181817,0.275
U1012,P134983,Restaurant and Bar and Clothesline Carlos N Charlies,Cuernavaca,Morelos,Mexico,0,4,Mexican,2,Mexican,"Very poor,service was awful and the food was basically supermarket food from a freezer, traditional fish and chips,what a joke,it was a frozen battered cod fillet cooked up and came with a few chips,",Negative,-0.25,0.5375
U1012,P134996,Sanborns Casa Piedra,Cuernavaca,Morelos,Mexico,2,2,Cafeteria,2,Mexican,"Out of 7 of us, only 1 enjoyed their food. Thats quite a feat given we all largely had different things. Comments included -Risotto - mushy with old asparagus on top, Lasagne - very blon",Positive,0.21632653061224488,0.5326530612244899
U1093,P135019,Restaurant Bar Coty y Pablo,Jiutepec,Morelos,Mexico,1,0,Family,2,Mexican,More fresh produce would be good. The food at the moment is to a decent standard but it needs more ideas like nightly specials not frozen fish etc.,Positive,0.36111111111111116,0.4611111111111111
U1093,P134996,Sanborns Casa Piedra,Cuernavaca,Morelos,Mexico,2,2,American,2,Regional,Foods to a okay standard it needs more fresher items but also needs nightly specials but this can only be offered if management are onboard.,Positive,0.25,0.5
U1093,P135001,Vips,Cuernavaca,Morelos,Mexico,2,0,Contemporary,2,Pizzeria,"The staff was talking on phone when we reached the restaurant. He might be the only one taking in charge, yet he provided very good services once he realised we are having dinner at the place.",Positive,0.45499999999999996,0.8900000000000001
U1093,P134976,Log Yin,San Luis Potosi,San Luis Potosi,Mexico,1,0,Italian,2,Contemporary,"Staying at the hotel and couldnt be bothered to go walking about, I dont normally go for hotel restaurants but I have now eaten in the restaurant three times and each time have really enjoyed the food.",Positive,0.325,0.6749999999999999
U1093,P134999,Kiku Cuernavaca,Cuernavaca,Morelos,Mexico,2,0,American,2,Mexican,"Came here for late lunch with my partner, the atmosphere was relaxing and the food was amazing, but most of all our server Alex was spectacular!",Positive,0.3875,0.725
U1030,P135018,El Oceano Dorado,Cuernavaca,Morelos,Mexico,2,3,American,2,Latin_American,This was the third time in a year we've eaten here. Having tried an Italian not too far from TwentyNine which was disappointing we hit on TwentyNine by chance. Each time we've visited the food has been absolutely fine. The menu is sufficiently varied and the chef is clearly good.,Positive,0.10277777777777779,0.46666666666666673
U1093,P135013,Giovannis,Jiutepec,Morelos,Mexico,1,0,American,2,Mexican,"I asked for the vegetable Curry, it was okay but it was a ridiculously small portion, I would say a large ramekin size with mini poppadoms 1/4 cup of rice for 12.50 not the best value.",Positive,0.3660714285714286,0.40714285714285714
U1030,P134986,Restaurant Las Mananitas,Cuernavaca,Morelos,Mexico,0,0,Family,2,Middle_Eastern,"stayed at the hotel nice drinks and food, cocktails around 6, average food price around 15, more for steaks. I had the spaghetti and it was really lovely. My husband had the burger and he also enjoyed it.",Positive,0.39,0.6699999999999999
U1012,P134986,Restaurant Las Mananitas,Cuernavaca,Morelos,Mexico,0,0,Mexican,2,Mexican,"I had the lamb curry, very tasty sauce, rice, naan bread and poppadum but half of the meat was tough and grisly, I mentioned it to the very concerned waitress and she reduced the bill in way of compensation, nice atmosphere & staff",Positive,0.08888888888888889,0.52
U1012,P135018,El Oceano Dorado,Cuernavaca,Morelos,Mexico,2,3,American,2,Mongolian,"Expect slow service, and room temperature food. Nothing special. I ordered the Minute Steak. It was ordinary and cold.",Negative,-0.19821428571428573,0.6178571428571429
U1030,P135088,Cafeteria cenidet,Cuernavaca,Morelos,Mexico,1,1,Mexican,2,Moroccan,13.50 for a full english that was cold & inedible. asked for a refund to which the hotel reception refused as apparently they cooked the breakfast just for me. it was a buffet you fools!!!!,Negative,-0.031982421875,0.475
U1093,P132767,Restaurant Familiar El Chino,Jiutepec,Morelos,Mexico,2,3,Burgers,2,Bar,Food was wonderful; staff allowed me to alter the main to dairy free. However then bought bread and butter out (after having a lengthy discussion about my allergy). They didn't know what sunflower spread was/ provide an alternative.,Positive,0.5222222222222223,0.7111111111111111
U1030,P135016,Arrachela Grill,Cuernavaca,Morelos,Mexico,2,0,Hot_Dogs,2,American,Not much in the menue but ok. A bit expensive but the best for that area whoch consist mostly by fastfood places. Nice staff.,Positive,0.3333333333333333,0.5333333333333333
U1093,P135011,Los Vikingos,Jiutepec,Morelos,Mexico,2,0,Mexican,2,Mexican,Had a lovely 2 course meal here. Opted for the 2 courses for 15 which included a glass of wine. Had soup for starter which could have been a main as the bowl was massive,Positive,0.2222222222222222,0.6944444444444443
U1030,P132767,Restaurant Familiar El Chino,Jiutepec,Morelos,Mexico,2,3,Mexican,2,Mexican,"The food offered at this restaurant is excellent, good value and cooked to perfection. The best deal is the two courses for fifteen pounds with a free glass of wine.",Positive,0.775,0.675
U1030,P135019,Restaurant Bar Coty y Pablo,Jiutepec,Morelos,Mexico,1,0,Mexican,2,Mexican,"Dirty, poor, expensive, overpriced.Old gorceries used for this restaurant.Poor choice.Never more! Terrible.",Negative,-0.375,0.72
